company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
TOM RUTLAND HOLDINGS LIMITED,11503177,Active,Private limited company,,,2018-08-07,,,65110,9 Aragon Drive Ilford IG6 2TH England
IKA FINANCIAL SOLUTIONS LIMITED,13048068,Active,Private limited company,,,2020-11-27,,,64999 65110,26 Legions Way Gelligaer CF82 8DX United Kingdom
METLIFE UK MANAGEMENT COMPANY LIMITED,15079466,Active,Private limited company,,,2023-08-17,,,65110,Invicta House Trafalgar Place Brighton BN1 4FR United Kingdom
GAMEPLAN JAMES LIMITED,13533755,Active,Private limited company,,,2021-07-27,,,65110,37 Hastings Drive Shiremoor Newcastle Upon Tyne NE27 0DP United Kingdom
WEBB WEALTH MANAGEMENT LTD,13524471,Active,Private limited company,,,2021-07-22,,,64304 64999 65110 65300,"9a Leicester Road Blaby LE8 4GR "
NAMECO (NO. 1346) LIMITED,12785824,Active,Private limited company,,,2020-08-02,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1334) LIMITED,12137521,Active,Private limited company,,,2019-08-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1299) LIMITED,10311340,Active,Private limited company,,,2016-08-04,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
ASHLEY PAGE FINANCIAL SERVICES LIMITED,01559128,Active,Private limited company,,,1981-04-30,,,65110,"Ground Floor, Gallery Court 28 Arcadia Avenue London N3 2TN England"
NAMECO (NO. 1381) LIMITED,14318597,Active,Private limited company,,,2022-08-25,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
LAKE UTG LIMITED,14313621,Active,Private limited company,,,2022-08-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1382) LIMITED,14322754,Active,Private limited company,,,2022-08-30,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
ZEN FINANCIAL ADVICE LTD,10986938,Active,Private limited company,,,2017-09-28,,,64922 65110 65120,50 Arcadian Gardens London N22 5AD England
GENESIS ADVISORY (NORTH) LIMITED,11640116,Active,Private limited company,,,2018-10-24,,,65110,24 Manchester Road Woolston Warrington WA1 4AD England
IAG MARKETING LTD,SC525005,Active,Private limited company,,,2016-01-25,,,65110,"11 West Pilton Terrace, Edinburgh West Pilton Terrace Edinburgh EH4 4HU Scotland"
MATTHEW COLLINS FINANCIAL PLANNING LTD,10961504,Active,Private limited company,,,2017-09-13,,,65110 65300 66190,20 Havelock Road Hastings TN34 1BP United Kingdom
HOLDCO (NO. 1272) LIMITED,10043038,Active,Private limited company,,,2016-03-04,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
ASSURED FINANCIAL GROUP LTD,11927091,Active,Private limited company,,,2019-04-04,,,65110,17 Chesilton Crescent Church Crookham Fleet GU52 6PA England
KYRIE RUSSELL LIMITED,13602325,Active,Private limited company,,,2021-09-03,,,64922 65110,21 Scholars Close Felsted Dunmow CM6 3YH United Kingdom
NAMECO (NO. 1338) LIMITED,12196202,Active,Private limited company,,,2019-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
BECKETT FINANCIAL SERVICES LIMITED,02190694,Active,Private limited company,,,1987-11-10,,,65110,"Dettingen House Dettingen Way Bury St Edmunds IP33 3TU "
A&E WEALTH SOLUTIONS LIMITED,10443804,Active,Private limited company,,,2016-10-25,,,65110,52 High Street Pinner HA5 5PW United Kingdom
THE INNOV8 GROUP LIMITED,12257899,Active,Private limited company,,,2019-10-12,,,65110,"RCC ACCOUNTANTS LTD Unit 212 Vanilla Factory 39 Fleet Street Liverpool L1 4AR "
ROBYN ALLEN SOLUTIONS LIMITED,10049195,Active,Private limited company,,,2016-03-08,,,65110,38 Northants Goldcrest Way Rothwell NN14 6FU England
BLK HOLDINGS LIMITED,10135152,Active,Private limited company,,,2016-04-20,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
INS HOLDINGS LIMITED,09857901,Active,Private limited company,,,2015-11-05,,,65110 65120 65201 65202,"5th Floor 40 Gracechurch Street London EC3V 0BT "
NAMECO (NO.26) LIMITED,03431172,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
BESSBOROUGH ASSETS LIMITED,03848241,Active,Private limited company,,,1999-09-24,,,65110 65120,5th Floor 70 Gracechurch Street London EC3V 0XL England
AMBERSIDE 2012 LIMITED,03441103,Active,Private limited company,,,1997-09-29,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
PROTECT&BUY LTD,12172314,Active,Private limited company,,,2019-08-23,,,65110,50 Branwell Avenue Birstall Batley WF17 9DQ United Kingdom
HEDGEHOG PROTECTION SERVICES LTD,11348356,Active,Private limited company,,,2018-05-08,,,65110 66220,"Lytchett House, 13 Freeland Park Lytchett House, 13 Freeland Park Wareham Road Poole BH16 6FA England"
BMKD UNIVERSAL LTD,15131106,Active,Private limited company,,,2023-09-11,,,64922 65110 66220,27 Gaviots Close Gerrards Cross SL9 7EJ England
NAMECO (NO. 972) LIMITED,07013090,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 982) LIMITED,07013178,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.61) LIMITED,03431187,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1307) LIMITED,10363803,Active,Private limited company,,,2016-09-07,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 975) LIMITED,07013057,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
INNOVAPS LIMITED,14560852,Active,Private limited company,,,2022-12-29,,,65110 65120 70229 86101,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
FRIARY INSURANCE SERVICES LIMITED,03105305,Active,Private limited company,,,1995-09-22,,,65110 65120,14 Caroline Point 62 Caroline Street Birmingham B3 1UF England
NAMECO (NO. 965) LIMITED,07012876,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
NAMECO (NO. 971) LIMITED,07013116,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
MY COVER LTD,11391125,Active,Private limited company,,,2018-05-31,,,65110 65120 66220 82990,1 Walton House 173 Richmond Road Kingston Upon Thames KT2 5DT England
CARRICK CAPITAL (UK) LIMITED,03848207,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
NAMECO (NO.387) LIMITED,03848186,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
WHITE WAYS LTD,09424242,Active,Private limited company,,,2015-02-05,,,65110 66290 70221,"21 Church Road Parkstone Poole BH14 8UF "
NAMECO (NO.121) LIMITED,03440770,Active,Private limited company,,,1997-09-26,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
NAMECO (NO. 902) LIMITED,05222661,Active,Private limited company,,,2004-09-06,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
PHILLIPS UNDERWRITING LIMITED,03645428,Active,Private limited company,,,1998-10-01,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
BOLLINGTON INSURANCE BROKERS LIMITED,02918954,Active,Private limited company,,,1994-04-14,,,64999 65110 65120,The Walbrook Building 25 Walbrook London EC4N 8AW England
ECLIPSE FINANCIAL HOLDINGS LIMITED,02613275,Active,Private limited company,,,1991-05-17,,,65110,Britannia House 3-5 Rushmills Northampton NN4 7YB England
PRICE FERGUSON HOLDINGS LTD,13120542,Active,Private limited company,,,2021-01-07,,,64999 65110 65300,100 High Path Road Guildford GU1 2QP United Kingdom
SIMPLY MORTGAGES LIMITED,12163811,Active,Private limited company,,,2019-08-19,,,64922 65110 65120,11 Seabrook Gardens Romford RM7 0EU England
PARKVIEW WEALTH MANAGEMENT LTD,08773408,Active,Private limited company,,,2013-11-13,,,65110 65300 66220,"33 Stuart Road Gillingham ME7 4AD "
NAMECO (NO. 900) LIMITED,05222579,Active,Private limited company,,,2004-09-06,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
BIRMINGHAM CITY MORTGAGES LTD,11083172,Active,Private limited company,,,2017-11-27,,,64922 65110 66190 88990,91 Camelot Way Birmingham B10 0NL United Kingdom
PARRY FINANCIAL SERVICES LTD,09466572,Active,Private limited company,,,2015-03-03,,,65110 65120 65300,2 Ridge Way Penwortham Preston PR1 9XW England
FIELDING FINANCIAL SERVICES CHEPSTOW LTD,12349521,Active,Private limited company,,,2019-12-05,,,65110 65300,6 High St Crickhowell NP8 1BW United Kingdom
G P JACKSON LIMITED,06408935,Active,Private limited company,,,2007-10-25,,,65110 65201 66190,30 Coupland Road Selby YO8 3AY England
BARTON LYLE LIMITED,02456893,Active,Private limited company,,,1990-01-02,,,65110,"4 Dairy Mews Andalus Road London SW9 9PN "
MEDIA INSURANCE BROKERS LIMITED,02404421,Active,Private limited company,,,1989-07-14,,,65110 65120 65201 65202,One Creechurch Place London EC3A 5AF England
NAMECO (NO.232) LIMITED,03637513,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.89) LIMITED,03440536,Active,Private limited company,,,1997-09-26,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.57) LIMITED,03431176,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.372) LIMITED,03846557,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.376) LIMITED,03846527,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.374) LIMITED,03846555,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.412) LIMITED,03848164,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.413) LIMITED,03848162,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.380) LIMITED,03846553,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.251) LIMITED,03637545,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
HALDER UNDERWRITING NAMECO 318 LIMITED,03846485,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
SDG WEALTH MANAGEMENT LTD,12193566,Active,Private limited company,,,2019-09-06,,,65110 96090,"C/O Cbhc Ltd Steeple House, Suite 3 Church Lane Chelmsford CM1 1NH United Kingdom"
GRACECHURCH UTG NO. 437 LIMITED,03637529,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
INFINITY FINANCIALS LIMITED,09607375,Active,Private limited company,,,2015-05-26,,,65110 65120 66190 66220,Suite 8 The Old Church 113 A Gloucester Road North Filton Bristol BS34 7PT England
FOXBROOK MORTGAGE AND FINANCE LTD,14197115,Active,Private limited company,,,2022-06-27,,,64922 65110,3 Foxbrook Close Ashgate Chesterfield S42 7PA England
YELLOW BROLLY LTD,11642987,Active,Private limited company,,,2018-10-25,,,65110,1 Rustlings Road Rustlings Road Sheffield S11 7AA England
TJA CAP LTD,14237361,Active,Private limited company,,,2022-07-15,,,65110,Eversley Hall Eversley Hook RG27 0NS United Kingdom
TAGGAR MORTGAGE SERVICES LTD,11446137,Active,Private limited company,,,2018-07-03,,,64922 65110 66220,Springview Manor Warstone Hill Road Pattingham Wolverhampton WV6 7HH United Kingdom
LOGIC MORTGAGES UK LTD,14413716,Active,Private limited company,,,2022-10-12,,,64922 65110 68310,97 South Rd Waterloo Liverpool L22 0LR England
LONG LIFE COVER LTD,09040531,Active,Private limited company,,,2014-05-14,,,65110,5 Wakefield Road Ackworth Pontefract WF7 7DG England
NAHLA LIMITED,07120296,Active,Private limited company,,,2010-01-08,,,65110,"Mrib House 25 Amersham Hill High Wycombe HP13 6NU "
GRACECHURCH UTG NO. 377 LIMITED,03846530,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
PANGEA LIFE LIMITED,09866582,Active,Private limited company,,,2015-11-11,,,65110,"Hillview House, Unit 4 Leylands Business Park Colden Common Winchester SO21 1TH England"
ABM FINANCIAL MANAGEMENT LIMITED,03810914,Active,Private limited company,,,1999-07-21,,,65110 65201,328 Ecclesall Road South Sheffield S11 9PU England
GOLDSTAR INSURANCE SERVICES LIMITED,02643621,Active,Private limited company,,,1991-09-06,,,65110 65120,1e High Street Purley CR8 2AF United Kingdom
MEDICAL ASSURANCE BUREAU (EAST ANGLIA) LIMITED,06370037,Active,Private limited company,,,2007-09-13,,,65110 65300,121 High Street Earith Huntingdon PE28 3PN England
GRACECHURCH UTG NO. 410 LIMITED,03431351,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
GRACECHURCH UTG NO. 370 LIMITED,05222784,Active,Private limited company,,,2004-09-06,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
GRACECHURCH UTG NO. 440 LIMITED,03848158,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
GREEN ACTUARIAL SERVICES LIMITED,12205602,Active,Private limited company,,,2019-09-13,,,65110,64 Priestfields Rochester ME1 3AB England
VALLEY ROAD MORTGAGE & PROTECTION LTD,12850947,Active,Private limited company,,,2020-09-01,,,64922 65110,Alva House Valley Drive Gravesend DA12 5UE United Kingdom
INSIGHT WEALTH LIMITED,04494355,Active,Private limited company,,,2002-07-24,,,65110 65120 65202,Insight House 7a Alkmaar Way Norwich International Business Park Norwich NR6 6BF England
CHERITH FINANCIAL LIMITED,08626074,Active,Private limited company,,,2013-07-26,,,65110 65300,"46 Main Street Mexborough S64 9DU "
NAMECO (NO. 1364) LIMITED,13528298,Active,Private limited company,,,2021-07-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1369) LIMITED,13529684,Active,Private limited company,,,2021-07-26,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NOMINA (NO. 1366) LIMITED,13528471,Active,Private limited company,,,2021-07-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NOMINA (NO. 1365) LIMITED,13528461,Active,Private limited company,,,2021-07-23,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
MCB FINANCIAL LIMITED,06165954,Active,Private limited company,,,2007-03-16,,,65110,"Silver End Business Park Brettell Lane Brierley Hill DY5 3LG "
MORTGAGE BUYERS ADVICE CENTRES LIMITED,03760293,Active,Private limited company,,,1999-04-27,,,65110,"Glaslyn Ffordd Y Parc Parc Menai Bangor LL57 4FE "
THE ROYAL BANK OF SCOTLAND GROUP INDEPENDENT FINANCIAL SERVICES LIMITED,SC065913,Active,Private limited company,,,1978-09-22,,,65110 65300,Rbs Gogarburn 175 Glasgow Road Edinburgh EH12 1HQ Scotland
DOGPARK HOUSE LIMITED,03848190,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 70 Gracechurch Street London EC3V 0XL England
NAMECO (NO. 970) LIMITED,07013134,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
AGE UK SUNDERLAND SERVICES LIMITED,03181457,Active,Private limited company,,,1996-04-02,,,65110 65120 88100,"Grange House Stockton Road Sunderland SR2 7AQ "
BPS GROUP PROTECTION LIMITED,NI625997,Active,Private limited company,,,2014-08-05,,,65110,Suite 2 Davidson House 20 Glenavy Road Moira Craigavon BT67 0LT Northern Ireland
REDSWAN LIMITED,05101878,Active,Private limited company,,,2004-04-14,,,64999 65110 65300,"Arc House 60 Gloucester Road Urmston Manchester M41 9AE "
NORTHWOOD SYMONDS LIMITED,03714445,Active,Private limited company,,,1999-02-17,,,65110 65201 65300,4500 Parkway Whiteley Fareham PO15 7AZ England
ALLAN INVESTMENT MANAGEMENT LIMITED,05638232,Active,Private limited company,,,2005-11-28,,,64999 65110 65201 65300,18 Castilian Street Northampton NN1 1JX United Kingdom
WESTMORELAND UNDERWRITING LIMITED,03850489,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,3 Castlegate Grantham NG31 6SF England
GODDARD PERRY CONSULTING LIMITED,01635689,Active,Private limited company,,,1982-05-14,,,65110,"Corinthian House 17 Lansdowne Road Croydon CR0 2BX "
MERCHANT FINANCIAL SERVICES (UK) LTD,04327513,Active,Private limited company,,,2001-11-22,,,64999 65110 65201,4 Langland Drive Pinner HA5 4SA England
NATIONAL FRIENDLY FINANCIAL SOLUTIONS LIMITED,05603624,Active,Private limited company,,,2005-10-26,,,64999 65110,"11-12 Queen Square Bristol BS1 4NT "
PROTECTION PAPI LTD,12907715,Active,Private limited company,,,2020-09-28,,,65110,8 Snetterton Close Northampton NN3 6EG England
NAMECO (NO. 1169) LIMITED,08936104,Active,Private limited company,,,2014-03-12,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 909) LIMITED,05222780,Active,Private limited company,,,2004-09-06,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
MARTIN HIRST HOLDINGS LIMITED,05466646,Active,Private limited company,,,2005-05-28,,,65110,"331 Harrogate Road Leeds LS17 6QD "
DAMION SEAN EDWARDS LTD,15983478,Active,Private limited company,,,2024-09-27,,,65110,46 Edithna Street London SW9 9JP England
TEMPLETON JAMES LTD,03872787,Active,Private limited company,,,1999-11-08,,,65110,1&2 Heritage Park Hayes Way Cannock WS11 7LT England
YOPROTECTION LTD,13069260,Active,Private limited company,,,2020-12-08,,,65110,74 Guilfords Harlow CM17 0HX England
BEST RISK MANAGEMENT AND FINANCIAL SERVICE LIMITED,07095571,Active,Private limited company,,,2009-12-04,,,65110 66220,"4th Floor, Telecom House 125-135, Preston Road Brighton BN1 6AF England"
D 2 CORPORATE SOLUTIONS LIMITED,SC237824,Active,Private limited company,,,2002-10-08,,,65110 65120,"Pavillion 4 Westpoint Business Park 6 Marchfield Avenue Paisley PA3 2RB "
TAYLOR AND TAYLOR FINANCIAL SERVICES LIMITED,05546026,Active,Private limited company,,,2005-08-25,,,65110 65120 65300,"94 Chorley New Road Bolton BL1 4DH "
EDEN MORTGAGES LIMITED,04352612,Active,Private limited company,,,2002-01-14,,,64922 65110 65120,"11 West Lane Penrith Cumbria CA11 7DP "
JARVIS FINANCIAL LTD,08800430,Active,Private limited company,,,2013-12-03,,,65110 65120,Unit 4 Hurricane Drive Speke Liverpool L24 8RL England
NAMECO (NO.88) LIMITED,03440538,Active,Private limited company,,,1997-09-26,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.91) LIMITED,03441065,Active,Private limited company,,,1997-09-29,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.86) LIMITED,03441083,Active,Private limited company,,,1997-09-29,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
PROTECTION FINANCIAL SERVICES LTD,12474159,Active,Private limited company,,,2020-02-20,,,65110,123 Old Bank Chambers London Road Camberley GU15 3JY England
LHS WORLDWIDE FINANCIAL SOLUTIONS LTD,14369957,Active,Private limited company,,,2022-09-22,,,64922 64999 65110,Adams & Moore House Instone Road Dartford DA1 2AG United Kingdom
QUILTER LIFE & PENSIONS LIMITED,04163431,Active,Private limited company,,,2001-02-20,,,65110,Senator House 85 Queen Victoria Street London EC4V 4AB United Kingdom
MELLSTOCK ASSOCIATES LIMITED,05560207,Active,Private limited company,,,2005-09-12,,,62020 65110,"Wood Cottage, Station Road Wadborough Worcester WR8 9HL "
ROBINSON UNDERWRITING LIMITED,05247663,Active,Private limited company,,,2004-10-01,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.201) LIMITED,03637218,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.424) LIMITED,03848197,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.118) LIMITED,03441094,Active,Private limited company,,,1997-09-29,,,65110 65120 65201 65202,"5th Floor 40 Gracechurch Street London EC3V 0BT "
K&R PROTECT LTD,14411506,Active,Private limited company,,,2022-10-11,,,64205 65110,29 Amiss Gardens Birmingham B10 0BE England
NAMECO (NO.403) LIMITED,03848185,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.226) LIMITED,03637228,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.234) LIMITED,03637493,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
AURORA UNDERWRITING (1997) LIMITED,03431418,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.327) LIMITED,03846513,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.325) LIMITED,03846547,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.331) LIMITED,03846571,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.235) LIMITED,03637490,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.257) LIMITED,03637575,Active,Private limited company,,,1998-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1203) LIMITED,08952980,Active,Private limited company,,,2014-03-21,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 310) LIMITED,03846405,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.903) LIMITED,05222657,Active,Private limited company,,,2004-09-06,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 906) LIMITED,05222652,Active,Private limited company,,,2004-09-06,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 969) LIMITED,07013009,Active,Private limited company,,,2009-09-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.347) LIMITED,03846648,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 911) LIMITED,05232653,Active,Private limited company,,,2004-09-15,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1148) LIMITED,08926698,Active,Private limited company,,,2014-03-06,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
REDPATH FINANCIAL PLANNING LIMITED,04589826,Active,Private limited company,,,2002-11-13,,,65110 65120 65300,Unit 562 Unit 562 Wenta Business Centre Colne Way Watford WD24 7ND England
NAMECO (NO. 54) LIMITED,03431224,Active,Private limited company,,,1997-09-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
SCOTTISH ELECTRICAL CONTRACTORS INSURANCE LIMITED,SC042408,Active,Private limited company,,,1965-07-15,,,65110 65201,"The Walled Garden Bush Estate Midlothian EH26 0SB "
RIVERSIDE FINANCIAL CONSULTANTS LIMITED,06344146,Active,Private limited company,,,2007-08-15,,,65110 66190,1 Cornhill London EC3V 3ND United Kingdom
G ASSURANCE & PENSION SERVICES LTD,02150733,Active,Private limited company,,,1987-07-28,,,65110,"Windsor House Telford Centre Telford TF3 4NB "
JAMES CARROLL LIMITED,06660361,Active,Private limited company,,,2008-07-30,,,65110 65120 66220,12 Green Acres Road Layer-De-La-Haye Colchester CO2 0JP England
PREMIER PLUS LIMITED,03493201,Active,Private limited company,,,1998-01-15,,,65110,Fenice Court Phoenix Park Eaton Socon St Neots PE19 8EW England
MONEO WEALTH MANAGEMENT LTD,03863161,Active,Private limited company,,,1999-10-21,,,65110 65300 66190,Moneo Wealth Management 61 Apsley Road Bristol BS8 2SW England
FUNKY FINANCIAL SOLUTIONS LTD,14476078,Active,Private limited company,,,2022-11-10,,,64205 64922 64999 65110,449 Brook Lane Birmingham B13 0BT England
LIFETIME PLANNING LTD.,SC167009,Active,Private limited company,,,1996-07-15,,,65110 65120,95 West Regent Street Glasgow G2 2BA Scotland
ROSE & HALL FINANCIAL SERVICES LIMITED,10844651,Active,Private limited company,,,2017-06-30,,,64922 65110 65120 66220,1 Watford Field Road Watford WD18 0BF United Kingdom
PHOENIX LIFE AND MORTGAGES LIMITED,14135233,Active,Private limited company,,,2022-05-26,,,64922 65110 66220,"C/O Blayney Accountancy Limited Unit 11, Business Service Centre (Bsc), Hood Road Barry CF62 5QN United Kingdom"
CJH CONSULTING SERVICES LTD,14219054,Active,Private limited company,,,2022-07-06,,,65110 70229,Willacy Cottage Benson Lane Catforth PR4 0HY England
NAMECO (NO.358) LIMITED,03846588,Active,Private limited company,,,1999-09-22,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
ESTEEMA FINANCIAL MANAGEMENT LIMITED,12080265,Active,Private limited company,,,2019-07-02,,,64999 65110 65120,"Suite 404 Dryden Building, 37, Commercial Road London E1 1LF United Kingdom"
KING PROPERTY FINANCE LTD,10867069,Active,Private limited company,,,2017-07-14,,,64922 65110,199 Brox Road Ottershaw Chertsey KT16 0RD England
ALLSTAR INVESTORS LIMITED,12077464,Active,Private limited company,,,2019-07-01,,,65110,One City Place Queens Road Chester CH1 3BQ United Kingdom
IFS FAMILY WEALTH ADVISERS LTD,03554632,Active,Private limited company,,,1998-04-29,,,64999 65110,12 Holmwood Close East Horsley Leatherhead KT24 6SS England
GRACECHURCH UTG NO. 447 LIMITED,08599085,Active,Private limited company,,,2013-07-05,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
